CHUNK,TIPO,PREGUNTA,RESPUESTA
"profundidad del producto 0.30 cm, volumen del producto 0, diametro del producto 3.80 cm, ean 7752830001216, tipo de producto felpa, modelo beige diam. bli, color beige, material algodón, garantía por defecto de fabricación, procedencia nacional, país de origen china",FICHA,,
Duradera. Para cortes rectos en material delgado o grueso. Dientes fresados de corte libre triscado diseñados para el uso prolongado. Espacio grande entre dintes (4.3 mm).,CARACTERISTICAS,,
"altura del producto 3.30 cm, ancho del producto 107.00 cm, profundidad del producto 360.00 cm, volumen del producto 127116, ean 2000001420522, medidas 107.00x360.00x3.30, tipo de producto techo, modelo tk5, color azul, material pvc, garantía 10 años, procedencia nacional",FICHA,,
"Estos muebles de diseño moderno le darán la elegancia y orden a tu cocina. Con ellos, podrás disfrutar de un ambiente pulcro y armonioso en compañía de quienes más quieres.",DESCRIPCION,,
"Tiene una excelente capacidad de adhesión y cobertura que ofrece un acabado mate, moderno, duradero y lavable. Esta fórmula brinda protección ya que es resistente al agua, al intemperismo, al agrietamiento y descascaramiento. Puede utilizarse como acabado final o para brindar una apariencia “vintage” a un objeto pintado. Base agua: prácticamente no tiene olor, y los elementos utilizados para pintar se lavan fácilmente con agua. Gran poder cubritivo. Deja un acabado tizado aterciopelado. Disfruta de lo más nuevo que Promart.pe trae para ti.",DESCRIPCION,,
"volumen del producto 0, ean 7751210000580, tipo de producto techo, modelo no aplica, color blanco, material polipropileno, garantía 1 año, procedencia nacional, país de origen perú",FICHA,,
membrana imperdan fp 30 p (10x1) de la marca chema del area de pinturas para los productos para resanar de la linea impermeablizantes de procedencia nacional al precio de 249.9 soles,PRODUCTO,,
"Con rachet. Se usa para amarrar carga o equipaje que necesiten fuerza de atracción en camiones o vehículos de carga, también se pueden amarrar vallas publicitarias, tiendas de campaña o carpas.",CARACTERISTICAS,,
luz led smart empotrable wifi de la marca nexxt del area de electricidad para los tecnologia de la linea casa inteligente de procedencia nacional al precio de 89.0 soles,PRODUCTO,,
Utilizar elementos de seguridad como guantes y lentes al momento de utilizar el producto.,RECOMENDACIONES,,
Producto químico especialmente diseñado para proteger tus flores y plantas contra los peligros de los hongos,DESCRIPCION,,
"Tener en cuenta la medida del agujero para rosca métrica. Asegurarse de que esté bien instalada al momento de su uso. Usar elementos protectores como guantes y lentes de seguridad. Leer las indicaciones de uso para realizar un uso correcto del producto y tener un buen desempeño. Mantener el accesorio en un lugar limpio y ventilado, lejos de la humedad. Usar el accesorio para el material a perforar que fue diseñado.",RECOMENDACIONES,,
Usar siempre extensiones vulcanizadas.,RECOMENDACIONES,,
Disfruta de ricas comidas junto a tu familia con esta práctica mesa fabricada en ratán sintético que viene con vidrio templado en la parte superior.,DESCRIPCION,,
"altura del producto 7.50 cm, ancho del producto 4.00 cm, profundidad del producto 8.50 cm, volumen del producto 255, ean 2000001414958, medidas 4.00x8.50x7.50, tipo de producto interruptor, modelo monofásico, color blanco, material termoplástico, garantía 1 año, procedencia nacional, país de origen china",FICHA,,
"Plato de apoyo adherente, con capa adhesiva de Velcro, autoadhesiva, para discos de papel abrasivo con dorso de terciopelo de Velcro, para el cambio rápido y sin herramientas dde los discos abrasivos.",DESCRIPCION,,
"tubo sp 2"" c7.5 x 5m gris de la marca nicoll del area de gasfiteria para los tubos y conexiones de la linea acces y conec pvc des de procedencia nacional al precio de 11.0 soles",PRODUCTO,,
"Siempre pensando en tus necesidades Promart te ofrece esta melamina que es útil para todo tipo de personas, no solo con los expertos de las reparaciones en el hogar. El producto sirve para la construcción, de muebles, baños y cocinas.",DESCRIPCION,,
"Diseño simétrico a modelos de pisos, para así darles un mejor acabado en la instalación.",CARACTERISTICAS,,
"Ideal para el uso en cables de acero, cuerdas y cadenas",DESCRIPCION,,
"¿Quieres iluminar tu sala, comedor o dormitorio? esta lámpara Gia que Promart pone al alcance es la indicada. No solo podrás alumbrar grandes áreas de tu hogar, también podrás utilizarlo como decoración ya que tiene detalles perforados en flores que creará una luz suave. Este tiene un soquete E27, compatible con diversos tipos de focos, de instalación fácil y sencilla. Además es muy útil para las instalaciones en techos. Su exterior y lo que predomina es plástico, material de fácil limpieza. Obtén lo mejor de iluminación para techos con Promart.",DESCRIPCION,,
"Leer la indicaciones o instrucciones del producto para una correcta instalación. Colocar sobre superficie limpia, nivelada y seca.  Limpiar periódicamente para evitar la adhesión de sustancias indeseadas. Limpiar temporal y delicadamente, para remover sustancias indeseadas. Uso de guantes para su instalación. Elegir el producto correcto según el ambiente a utilizar. Colocar sobre superficie lisa. Elegir el producto con el transito adecuado según el uso que le vaya a dar. Verificar antes de instalar que el producto sea del mismo tono y formato. Para su instalación adquirir un 10% a 20% adicional, según su diseño a instalar, y evitar faltantes.",RECOMENDACIONES,,
calz alto jumper s3 negro 46 de la marca delta plus del area de herramientas para los seguridad industrial de la linea calzado de seguridad de procedencia nacional al precio de 119.9 soles,PRODUCTO,,
"Brillo por mucho más tiempo, corren rápido al encerar, seca en menos tiempo y no mancha. Puede ser usado en: Pisos de parquet, madera, terrazo, cerámicos, cemento pulido, losetas y mármol.",DESCRIPCION,,
mueble de cocina victoria 70cm de la marca casa mia del area de cocina para los muebles de cocina de la linea sets completos de procedencia importado al precio de 549.0 soles,PRODUCTO,,
"Maniobrar con cuidado para evitar el deterioro de las llave y salida de ducha, limpiar con un paño seco, en caso de acumulación de sarro limpiar con vinagre blanco y agua tibia, para mantener el brillo del cromado no limpiar con material abrasivo.",RECOMENDACIONES,,
Asegurarse de una correcta instalación.,RECOMENDACIONES,,
Las fotografías y descripción del producto son referenciales,OBSERVACIONES,,
Accesorio para GPO M14.,DESCRIPCION,,
"clavo rol espiral, 1-1/4""- 2,400 u.(cn57)-maraga de la marca maraga del area de herramientas para los accesorios para herramientas electricas de la linea accesorios compresoras de procedencia nacional al precio de 26.9 soles",PRODUCTO,,
"Ganchos que mantienen en buen estado la pared o superficie donde se desea colgar objetos. Sujeta 3 Lb o 1,3 kg",OBSERVACIONES,,
"tamaño del producto pequeño, altura del producto 4.80 cm, ancho del producto 9.10 cm, profundidad del producto 9.10 cm, volumen del producto 397.488, ean 2000001463598, medidas 9.10x9.10x4.80, tipo de producto cinta, modelo tela de algodón con respaldo de poliester, color gris, material caucho, garantía 2 años, procedencia nacional, país de origen perú",FICHA,,
podadora telescopica p230 multiuso m230 de la marca shindaiwa del area de jardin para los maquinaria de jardin de la linea motoguadañas de procedencia nacional al precio de 2599.0 soles,PRODUCTO,,
Garantia 14 años,OBSERVACIONES,,
Use productos especiales para la limpieza en crema o spray.,RECOMENDACIONES,,
cortina baño poly loto bl de la marca orange del area de baños para los organizacion de baño de la linea cortinas de baño de procedencia importado al precio de 33.9 soles,PRODUCTO,,
"Los ganchos se adhieren a una gran variedad de superficies, incluyendo pintura, madera, azulejos y más. Son muy resistentes.",DESCRIPCION,,
"altura del producto 15.00 cm, ancho del producto 24.00 cm, profundidad del producto 43.00 cm, volumen del producto 15480, ean 885911699402, medidas 24.00x43.00x15.00, tipo de producto taladro, modelo dcd443b, color amarillo, material acero, garantía 3 años, procedencia nacional, país de origen china",FICHA,,
"tamaño del producto pequeño, volumen del producto 0, diametro del producto 0, ean 638060922019, tipo de producto gancho, modelo pequeño 2 piezas, color plata, material acero templado/níquel, garantía por defecto de fabricación, procedencia nacional, país de origen estados unidos",FICHA,,
"altura del producto 16.00 cm, ancho del producto 9.00 cm, profundidad del producto 9.00 cm, volumen del producto 1296, diametro del producto 0, ean 3560232602368, medidas 9.00x9.00x16.00, tipo de producto planta, modelo maceta, color beige, material poliéster, garantía 2 años, procedencia importado, país de origen francia",FICHA,,
Complementa la decoración de las paredes de tu hogar con los bonitos listelos cerámicos de Kantu que cuentan con varios diseños para que le des ese toque personal y distinto a tus ambientes.,DESCRIPCION,,
"altura del producto 9.50 cm, ancho del producto 16.00 cm, profundidad del producto 32.00 cm, volumen del producto 4864, ean 7750062030547, medidas 16.00x32.00x9.50, tipo de producto organizador, modelo smart box, color transparente, material policarbonato, garantía por defecto de fabricación, procedencia nacional, país de origen perú",FICHA,,
refrigerad a.ino 2p/vi vr2ps-1000v 900l de la marca ventus del area de electro hogar para los linea blanca de la linea refrigeradoras de procedencia nacional al precio de 9999.0 soles,PRODUCTO,,
Escalera Tijera 5 Pasos Werken Aluminio Plata. Disfruta de lo más nuevo que Promart.pe trae para ti.,DESCRIPCION,,
"acabado brillante, tamaño del producto moderado, altura del producto 120.00 cm, ancho del producto 60.00 cm, profundidad del producto 0.95 cm, volumen del producto 6840, diametro del producto 0, ean 2000001551431, medidas 60.00x0.95x120.00, tipo de producto piso, modelo marmolizado, color marrón, material cerámica, garantía 10 años, procedencia importado, país de origen china",FICHA,,
"smart tv 55"" qled 4k qn55q60bagxpe de la marca samsung del area de electro hogar para los tv, audio y video de la linea televisores de procedencia nacional al precio de 2799.0 soles",PRODUCTO,,
Colocar en una superficie 100% plana para su correcto funcionamiento. Ideal para dormitorios. Uso doméstico y para ambientes interiores.,OBSERVACIONES,,
"Excelente calidad, durabilidad y resistencia.",CARACTERISTICAS,,
No aplica,OBSERVACIONES,,
"altura del producto 38.00 cm, ancho del producto 38.00 cm, profundidad del producto 0.20 cm, volumen del producto 288.8, diametro del producto 38.00 cm, ean 2000001571903, medidas 38.00x0.20x38.00, tipo de producto individual, modelo redondo, color negro, material papel, garantía 1 año, procedencia importado, país de origen china",FICHA,,
Práctica y cómoda. Excelente calidad y resistencia.,CARACTERISTICAS,,
Facil y Rapida Instalacion,RECOMENDACIONES,,
De bambú. Útiles y prácticas.,CARACTERISTICAS,,
argolla placa acero plateado 64mm de la marca halcon del area de ferreteria para los amarres y mallas de la linea accesori cab/cad/sog de procedencia nacional al precio de 10.7 soles,PRODUCTO,,
Limpiar regularmente con paño seco.,RECOMENDACIONES,,
Para sacar seguros a presión de todos los diámetros.,CARACTERISTICAS,,
set de terraza tokio gris sofa   2 butacas de la marca sm del area de aire libre y temporada para los terrazas de la linea muebles de terraza de procedencia importado al precio de 3317.0 soles,PRODUCTO,,
duralatex rojo teja 1 gl de la marca cpp del area de pinturas para los pinturas al latex de la linea latex medio de procedencia nacional al precio de 78.9 soles,PRODUCTO,,
taladro atornillador 8v  ld008-b2c black decker de la marca black & decker del area de herramientas para los herramientas electricas inalambricas de la linea atornilladores inal de procedencia nacional al precio de 154.9 soles,PRODUCTO,,
"altura del producto 80.00 cm, ancho del producto 30.00 cm, profundidad del producto 25.00 cm, volumen del producto 60000, ean 7708491163497, medidas 30.00x25.00x80.00, tipo de producto mueble, modelo lateral madrid wengue, color negro, material melamina, garantía 3 meses, procedencia nacional",FICHA,,
"Pila AA compuesto por dióxido de magnesio, zinc, hidróxido de potasio, grafito y óxido de zinc, diseñado para dar enérgia por un determinado tiempo a dispositivos que requieran su uso.",CARACTERISTICAS,,
Verificar la medida antes de su uso.,RECOMENDACIONES,,
"altura del producto 44.00 cm, ancho del producto 13.00 cm, profundidad del producto 25.00 cm, volumen del producto 14300, ean 2000001549421, medidas 13.00x25.00x44.00, tipo de producto luz, modelo lx-sll80(sm), color blanco, material policarbonato, garantía 1 año, procedencia importado, país de origen china",FICHA,,
